app_id,market_hash_name,market_bucket_id
730,"StatTrak™ Music Kit | bbno$, u mad!",18A20A300488013C
730,Sealed Graffiti | Piggles (Bazooka Pink),18C40A30046205080010C20D
730,Sticker | StarLadder (Holo) | Budapest 2025,18B90930046205080010934B
730,Sticker | Ouchie (Foil),18B90930046205080010C138
730,Antwerp 2022 Champions Autograph Capsule,18ED253004
730,Sticker | FalleN | Budapest 2025,18B90930046205080010B64B
730,"Sticker | donk (Holo, Champion) | Shanghai 2024",18B90930046205080010DF42
730,Sticker | Assassin (Holo),18B90930046205080010BF23
730,Sticker | Flick Shotter,18B909300462050800108229
730,Sticker | Boom Epicenter (Glitter),18B90930046205080010DA3D
730,Sticker | Bolt Energy,18B90930046205080010CC3D
730,Sealed Graffiti | Heart (War Pig Pink),18C40A30046205080010B80D
730,Sticker | Phoenix Balaclava Co. (Holo),18B909300462050800108F29
730,Sticker | Cedar Creek (Holo),18B90930046205080010D138
730,Sticker | Natus Vincere (Holo) | Stockholm 2021,18B90930046205080010E326
730,Sticker | Gen.G (Holo) | 2020 RMR,18B90930046205080010AE25
730,Sticker | dexter | Paris 2023,18B90930046205080010DD37
730,Shanghai 2024 Contenders Sticker Capsule,18E6263004
730,Sticker | Lotus (Glitter),18B90930046205080010D338
730,Sticker | Complexity Gaming (Holo) | Paris 2023,18B90930046205080010A634
730,Sticker | Vitality (Holo) | Austin 2025,18B90930046205080010EC42
730,"Music Kit | ShockOne, Voices",18A20A3004880167
730,Sticker | Legacy (Holo) | Austin 2025,18B90930046205080010E843
730,Sticker | Killjoy,18B90930046205080010BA23
730,Sticker | Broken Fang (Holo),18B90930046205080010D424
730,Sticker | apEX (Holo) | Paris 2023,18B909300462050800108B35
